<Response [200]>
000000,1633212390,SC,0,0+552+0.000+0+0+0.67+109.1+1.79+28.3+1.68+101.28+0.446+36.3+1.2+0.4+0-0.22+0.64+1.79,3.76, 
000000,1633212540,SC,0,0+543+0.000+0+0+0.62+111.4+0.96+27.8+1.70+101.27+0.458+36.2+1.3+0.5+0-0.22+0.57+0.96,3.75, 
000000,1633214034,SC,0,0+509+0.000+0+0+0.76+111.1+1.61+26.8+1.65+101.27+0.462+35.5+1.3+0.5+0-0.27+0.71+1.61,3.74, 
000001,1633215604,SC,0,0+456+0.000+0+0+0.76+108.0+2.56+25.8+1.76+101.24+0.522+34.1+1.3+0.6+0-0.23+0.72+2.56,3.74, 
000000,1633216165,SC,0,0+401+0.000+0+0+0.43+126.4+0.70+26.5+1.82+101.22+0.551+33.4+1.5+0.4+0-0.25+0.34+0.70,3.74, 
000000,1633217754,SC,0,0+188+0.000+0+0+0.33+119.8+0.56+25.1+1.76+101.23+0.559+31.5+1.4+0.4+0-0.16+0.29+0.56,3.74, 
000000,1633237555,SC,0,0+0+0.000+0+0+0.09+207.4+0.15+14.9+1.55+101.38+0.910+14.7+1.3+0.1+0-0.08-0.04+0.15,3.64, 
000000,1633254895,SC,0,0+0+0.000+0+0+0.05+213.6+0.08+11.6+1.24+101.37+0.910+11.4+1.4+0.2+0-0.04-0.03+0.08,3.58, 
000000,1633255409,SC,0,0+0+0.000+0+0+0.05+246.8+0.09+11.5+1.23+101.36+0.909+11.3+1.4+0.3+0-0.02-0.05+0.09,3.57, 
000000,1633255674,SC,0,0+0+0.000+0+0+0.04+269.3+0.09+11.5+1.23+101.36+0.909+11.3+1.4+0.5+0-0.00-0.04+0.09,3.57, 
000000,1633255824,SC,0,0+0+0.000+0+0+0.06+226.5+0.12+11.5+1.23+101.36+0.904+11.3+1.3+0.3+0-0.04-0.04+0.12,3.57, 
000000,1633256545,SC,0,0+0+0.000+0+0+0.08+261.8+0.16+11.5+1.22+101.35+0.901+11.2+1.4+0.5+0-0.01-0.08+0.16,3.57, 
000000,1633256664,SC,0,0+0+0.000+0+0+0.12+231.6+0.15+11.7+1.21+101.34+0.887+11.1+1.4+0.4+0-0.07-0.09+0.15,3.57, 
000000,1633256754,SC,0,0+0+0.000+0+0+0.11+237.7+0.19+11.9+1.21+101.34+0.869+11.1+1.4+0.2+0-0.06-0.09+0.19,3.56, 
000000,1633256874,SC,0,0+0+0.000+0+0+0.10+233.0+0.12+11.7+1.21+101.34+0.880+11.1+1.4+0.4+0-0.06-0.08+0.12,3.56, 
000000,1633256995,SC,0,0+0+0.000+0+0+0.09+227.2+0.15+11.7+1.21+101.34+0.882+11.1+1.3+0.4+0-0.06-0.07+0.15,3.56, 
000000,1633257505,SC,0,0+0+0.000+0+0+0.10+233.0+0.21+11.7+1.21+101.33+0.882+11.1+1.5+0.3+0-0.06-0.08+0.21,3.57, 
000000,1633257655,SC,0,0+0+0.000+0+0+0.09+238.5+0.15+11.6+1.21+101.33+0.891+11.1+1.4+0.3+0-0.05-0.07+0.15,3.56, 
000000,1633257745,SC,0,0+0+0.000+0+0+0.05+259.9+0.09+11.4+1.21+101.33+0.901+11.1+1.4+0.3+0-0.01-0.05+0.09,3.56, 
000000,1633302415,SC,0,0+388+0.000+0+0+0.34+117.5+0.59+30.3+1.72+101.08+0.399+37.1+1.2+0.6+0-0.16+0.30+0.59,3.74, 
000000,1633302835,SC,0,0+375+0.000+0+0+0.47+114.5+1.38+29.4+1.71+101.08+0.419+37.2+1.2+0.6+0-0.20+0.43+1.38,3.71, 
